年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,馬体重,馬体重増減,調教師,所属,父馬名,母馬名,母の父馬名,毛色,生年月日
22,1,22,7,中京,１勝ｸﾗｽ,芝,2200,良,晴,9,ウイングリュック,7,牡,4,斎藤新,56,,9,4.8,8,63.2,2.17.6,2,2,2,4,先行,40,9,504,22,宮徹,栗,ロージズインメイ,コスモフォーチュン,マイネルラヴ,青鹿,20180310
22,1,22,7,中京,１勝ｸﾗｽ,芝,2200,良,晴,9,アマネセール,8,セ,6,和田竜二,57,,3,1.5,5,37.9,2.14.3,3,3,2,2,先行,37,6,480,-4,茶木太樹,栗,エイシンフラッシュ,アウトオブザウィム,サンデーサイレンス,青鹿,20160506
22,1,22,7,中京,１勝ｸﾗｽ,芝,2200,良,晴,9,キタサンシンドー,9,牝,4,団野大成,54,,7,1.8,6,42.7,2.14.6,1,1,1,1,逃げ,37.5,8,474,0,斉藤崇史,栗,ワールドエース,ラトーナ,Dansili,黒鹿,20180401
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,フォルテデイマルミ,1,牡,4,川田将雅,56,,1,-0.1,1,2.3,2.00.3,8,8,6,6,差し,37,1,492,0,須貝尚介,栗,オルフェーヴル,シーフロント,Le Havre,黒鹿,20180211
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,ナムラゴロフキン,2,牡,5,幸英明,57,,4,0.9,7,70.5,2.01.2,3,4,4,2,先行,38.1,4,520,24,大橋勇樹,栗,ゴールドヘイロー,ナムララピス,キングヘイロー,鹿毛,20170520
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,シンゼンデレヤ,3,牡,5,城戸義政,57,,8,2.1,9,119.3,2.02.4,9,9,9,9,後方,38.8,7,518,-12,荒川義之,栗,エスケンデレヤ,トーヨーサンバ,ティンバーカントリー,鹿毛,20170328
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,プチティラン,4,牡,6,和田竜二,57,,9,2.2,8,96.6,2.02.5,1,1,2,4,逃げ,39.5,9,466,0,村山明,栗,オルフェーヴル,ワイルドフラッパー,Ghostzapper,鹿毛,20160402
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,ダッシュダクラウン,5,セ,4,武豊,56,B,2,0.1,3,4.8,2.00.4,4,2,1,1,逃げ,37.6,2,452,-2,武英智,栗,ホッコータルマエ,アマランス,サンデーサイレンス,青鹿,20180425
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,ジロー,6,牡,5,松山弘平,57,,7,1.5,4,7.7,2.01.8,2,2,2,2,先行,38.8,7,496,20,岡田稲男,栗,キズナ,オッティマルーチェ,Fusaichi Pegasus,鹿毛,20170226
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,ルーチェット,7,牝,4,岩田望来,54,,3,0.6,2,2.8,2.00.9,7,6,6,6,差し,37.6,2,460,2,松永幹夫,栗,Kizuna,Amour Briller,Smart Strike,鹿毛,20180122
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,プルミエロール,8,牡,4,団野大成,56,,5,1.3,5,16.7,2.01.6,6,6,8,8,後方,38.1,4,490,0,寺島良,栗,スクリーンヒーロー,センシュアルドレス,アグネスタキオン,青鹿,20180218
22,1,22,8,中京,２勝ｸﾗｽ,ダ,1900,良,晴,9,コスモセイリュウ,9,牡,5,川須栄彦,57,,6,1.3,6,23.5,2.01.6,4,4,4,4,先行,38.5,6,512,24,中野栄治,美,Temple City,Surround Sound,Include,鹿毛,20170418
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,キムケンドリーム,1,牝,5,松山弘平,55,B,9,3.2,2,4.1,1.55.4,7,8,9,10,後方,39.6,7,456,2,西村真幸,栗,オルフェーヴル,スターペスミツコ,カーネギー,鹿毛,20170519
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,メイショウヨソユキ,2,牝,6,和田竜二,55,,7,2.3,7,13.2,1.54.5,1,1,1,2,逃げ,39.8,8,456,2,庄野靖志,栗,シニスターミニスター,ライラックノカオリ,キンググローリアス,黒鹿,20160520
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,リーピングリーズン,3,牝,6,岩田望来,55,,10,3.4,8,35.2,1.55.6,5,5,6,6,中団,40.2,10,518,12,吉岡辰弥,栗,ブラックタイド,ジョウノファミリー,キングカメハメハ,青鹿,20160417
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,ワンダーシエンプロ,4,牝,5,川田将雅,55,B,4,1.3,1,3.9,1.53.5,3,3,2,3,先行,38.7,5,446,2,高柳大輔,栗,ワンダーアキュート,ワンダーストーリリ,バゴ,栗毛,20170401
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,チェルアルコ,5,牝,5,池添謙一,55,,8,2.7,10,163,1.54.9,7,5,5,5,中団,40,9,520,4,森田直行,栗,カジノドライヴ,オーゾラヲマウトキ,ゴールドアリュール,栗毛,20170502
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,ラヴォアドゥース,6,牝,5,斎藤新,55,B,2,1.1,9,52.2,1.53.3,5,5,6,6,差し,38,2,474,0,渡辺薫彦,栗,ダイワメジャー,フィーリングトーン,ワイルドラッシュ,栗毛,20170411
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,ベルゼール,7,牝,4,団野大成,54,,5,1.5,6,8.3,1.53.7,9,9,9,9,後方,38,2,454,4,平田修,栗,スクリーンヒーロー,ビリーヴミー,In The Wings,栗毛,20180126
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,アドマイヤメティス,8,牝,5,太宰啓介,55,,6,1.7,5,8.2,1.53.9,3,3,2,3,先行,39.1,6,426,4,畑端省吾,栗,ディープインパクト,シュガーショック,Candy Ride,鹿毛,20170315
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,クリノフラッシュ,9,牝,7,武豊,55,B,1,-1.1,3,5,1.52.2,2,2,2,1,先行,37.5,1,450,0,橋田満,栗,エイシンフラッシュ,ホーネットピアス,サンデーサイレンス,青鹿,20150531
22,1,22,9,中京,遠州灘Ｓ･3勝,ダ,1800,良,晴,10,クレデンザ,10,牝,5,幸英明,55,,3,1.2,4,5.3,1.53.4,10,10,6,6,差し,38,2,454,2,辻野泰之,栗,キングカメハメハ,リープオブフェイス,クロフネ,芦毛,20170419
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,リアド,1,牡,3,武豊,56,,2,0.2,1,1.6,2.02.4,1,2,3,2,先行,35,1,472,10,友道康夫,栗,ディープインパクト,タイタンクイーン,Tiznow,鹿毛,20190217
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,クラウンドマジック,2,牡,3,和田竜二,56,,5,0.4,6,27.8,2.02.6,3,4,5,5,後方,35.1,3,502,-8,加用正,栗,エピファネイア,クラウンドジャック,ヴィクトワールピサ,黒鹿,20190321
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,グランディア,3,牡,3,川田将雅,56,,4,0.4,2,2.4,2.02.6,3,3,2,2,先行,35.3,5,476,0,中内田充,栗,ハービンジャー,ディアデラノビア,サンデーサイレンス,鹿毛,20190313
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,エンタングルメント,4,牝,3,横山典弘,54,,6,0.9,5,21.7,2.03.1,6,6,6,6,後方,35.5,6,472,-2,昆貢,栗,Shamardal,Regency Romance,Diktat,鹿毛,20190424
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,リューベック,5,牡,3,池添謙一,56,,1,-0.2,3,9.4,2.02.2,2,1,1,1,逃げ,35,1,490,18,須貝尚介,栗,ハービンジャー,ライツェント,スペシャルウィーク,鹿毛,20190416
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,メイショウラナキラ,6,牡,3,松山弘平,56,,3,0.4,4,21.5,2.02.6,3,4,3,2,先行,35.2,4,444,-4,南井克巳,栗,ドゥラメンテ,サンタローズ,パントレセレブル,鹿毛,20190314
22,1,22,10,中京,若駒Ｓ(L),芝,2000,良,晴,7,ジャスパーグレイト,7,牡,3,岩田望来,56,,7,2,7,109.5,2.04.2,7,7,6,6,後方,36.5,7,458,-8,森秀行,栗,Arrogate,Shop Again,Wild Again,芦毛,20190427
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,エルカスティージョ,1,牝,4,団野大成,52,,3,0.2,4,5.2,1.35.0,0,4,3,3,先行,34.7,3,454,-6,斉藤崇史,栗,ロードカナロア,エルミラドール,ジャングルポケット,鹿毛,20180502
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,トウケイミラ,2,牝,5,斎藤新,52,,6,0.5,6,29.8,1.35.3,0,6,7,7,後方,34.7,3,448,8,高柳大輔,栗,トウケイヘイロー,トウケイルーブル,サクラバクシンオー,鹿毛,20170226
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,ワールドバローズ,3,牡,4,和田竜二,55,,1,-0.1,1,2,1.34.8,0,6,6,5,追込,34.3,1,452,0,石坂公一,栗,ディスクリートキャット,ポーシア,ディープインパクト,鹿毛,20180415
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,ジャカランダレーン,4,牝,4,武豊,52,,5,0.4,3,5,1.35.2,0,1,1,1,逃げ,35.2,7,454,0,中内田充,栗,ラブリーデイ,ウリウリ,ディープインパクト,黒鹿,20180301
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,ヴァトレニ,5,セ,4,松山弘平,55,,4,0.3,2,4,1.35.1,0,2,2,2,先行,35,6,446,12,長谷川浩,栗,グラスワンダー,チアフルスマイル,サンデーサイレンス,鹿毛,20180515
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,ソウルトレイン,6,牡,5,横山典弘,56,,2,0.1,5,10.8,1.34.9,0,2,3,3,先行,34.6,2,490,16,昆貢,栗,レッドスパーダ,チラリ,チチカステナンゴ,芦毛,20170421
22,1,22,11,中京,長篠ＳＨ･3勝,芝,1600,良,晴,7,ケルティックソード,7,牡,9,川島信二,53,,7,0.5,7,87.7,1.35.3,0,4,5,5,後方,34.9,5,500,0,新谷功一,栗,ハーツクライ,シャルマンスタイル,タイキシャトル,栗毛,20130419
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,メイショウアマギ,1,牡,6,幸英明,57,,13,3.9,11,131.3,1.28.4,0,0,3,4,先行,40.4,13,494,0,大橋勇樹,栗,タイキシャトル,カネトシガーネット,キングカメハメハ,鹿毛,20160207
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,ゼットセントラル,2,セ,6,川須栄彦,57,,12,2.2,13,347.8,1.26.7,0,0,9,10,後方,38.1,12,516,4,平田修,栗,ヘニーヒューズ,コウエイオトメ,ハーツクライ,黒鹿,20160515
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,レッドロムルス,3,牡,4,斎藤新,56,,10,1.3,12,185.2,1.25.8,0,0,7,7,中団,37.5,10,454,4,辻野泰之,栗,キングカメハメハ,レッドクラウディア,アグネスタキオン,栗毛,20180217
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,ゴットゴーゴー,4,牝,4,古川吉洋,54,,11,1.4,8,26.2,1.25.9,0,0,9,10,後方,37.2,7,456,0,木原一良,栗,ルーラーシップ,デコレイト,スペシャルウィーク,黒鹿,20180511
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,ヴアーサ,5,牡,4,団野大成,56,,4,0.7,3,5.3,1.25.2,0,0,3,4,先行,37.2,7,460,6,鮫島一歩,栗,キズナ,ブリリアントクラン,ロックオブジブラルタル,青毛,20180404
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,キタノエクスプレス,6,牡,4,松山弘平,56,,1,-0.2,2,3.1,1.24.5,0,0,1,1,逃げ,36.8,3,512,10,坂口智康,栗,アジアエクスプレス,ツルマルサンチャン,ディープインパクト,鹿毛,20180411
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,ヤマカツパトリシア,7,牝,5,池添謙一,55,,8,1.3,7,25,1.25.8,0,0,6,4,先行,37.7,11,464,-4,池添兼雄,栗,エイシンフラッシュ,ヤマカツオーキッド,ダンスインザダーク,青毛,20170414
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,タイセイブレイズ,8,牡,4,武豊,56,,3,0.2,6,20.1,1.24.7,0,0,2,2,先行,36.9,5,474,5,牧浦充徳,栗,ワールドエース,ニシノヘレンド,Oasis Dream,鹿毛,20180402
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,ドンカポノ,9,牡,4,川田将雅,56,,2,0.2,1,2.4,1.24.7,0,0,3,3,先行,36.8,3,530,8,庄野靖志,栗,ヘニーヒューズ,エルクイーン,Tiznow,鹿毛,20180415
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,メイショウカリスマ,10,牡,5,太宰啓介,57,B,7,1.2,10,89.1,1.25.7,0,0,12,12,後方,36.7,2,518,0,高橋亮,栗,エスケンデレヤ,モモトンボ,ネオユニヴァース,黒鹿,20170324
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,カズカポレイ,11,牡,4,横山典弘,56,,6,1.2,4,10.3,1.25.7,0,0,12,12,後方,36.6,1,506,12,安田隆行,栗,ドゥラメンテ,プリティカポレイ,クロフネ,鹿毛,20180325
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,メイショウミズモ,12,牝,4,岩田望来,54,,5,0.9,5,17.9,1.25.4,0,0,7,7,中団,37,6,418,-4,笹田和秀,栗,ダノンレジェンド,フェルガーナ,アグネスタキオン,黒鹿,20180424
22,1,22,12,中京,１勝ｸﾗｽ,ダ,1400,良,晴,13,サイモンメガライズ,13,牡,4,和田竜二,56,,9,1.3,9,35.9,1.25.8,0,0,9,9,後方,37.2,7,504,-2,小林真也,栗,ケープブランコ,テーオーヴィーナス,ディープインパクト,鹿毛,20180316
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,コジロウ,1,牡,3,森裕太朗,56,,8,2,8,79.6,2.05.3,10,11,11,10,後方,39.7,6,488,4,中尾秀正,栗,エスポワールシチー,ティアラン,ネオユニヴァース,鹿毛,20190513
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,エイシンブギーマン,2,牡,3,坂井瑠星,56,,2,0.7,3,7.8,2.04.0,4,3,5,4,先行,39.3,2,492,-4,矢作芳人,栗,ラブリーデイ,ダンスオンザルーフ,シンボリクリスエス,鹿毛,20190319
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,クロノスミノル,3,牡,3,酒井学,56,,7,1.9,9,110,2.05.2,9,9,8,8,中団,40.3,8,552,-4,本田優,栗,ディープブリランテ,グレイスミノル,バゴ,青鹿,20190404
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,テイエムアラジン,4,牡,3,国分優作,56,,5,1.2,11,230.4,2.04.5,10,10,9,9,後方,39.5,3,496,6,坂口智康,栗,サトノアラジン,バイブレイションズ,キングカメハメハ,鹿毛,20190413
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,アーテルレクス,5,牡,3,幸英明,56,,9,4.3,10,127.7,2.07.6,1,1,1,2,逃げ,43.2,10,512,-2,石坂公一,栗,キタサンブラック,スウェプトレジーナ,スウェプトオーヴァーボード,鹿毛,20190309
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,シュプリンガー,6,牡,3,団野大成,56,,1,-0.7,1,1.7,2.03.3,2,2,2,1,先行,38.9,1,500,4,松下武士,栗,ラブリーデイ,アルテミスハート,ハーツクライ,青毛,20190313
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,フライシュッツ,7,牡,3,松山弘平,56,,10,4.8,4,8.3,2.08.1,6,7,9,10,後方,43.1,9,486,-12,安田隆行,栗,Golden Horn,ラクレソニエール,Le Havre,黒鹿,20190405
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,リリーアロー,8,牡,3,池添謙一,56,,3,0.7,7,51.2,2.04.0,3,3,3,2,先行,39.5,3,494,-4,池添兼雄,栗,フェノーメノ,ヴァニラシャンティ,シンボリクリスエス,鹿毛,20190507
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,プラチナドリーム,9,牡,3,和田竜二,56,B,6,1.2,2,3.4,2.04.5,4,5,6,6,中団,39.7,6,464,2,平田修,栗,ホッコータルマエ,サティーヌアロム,シンボリクリスエス,鹿毛,20190503
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,ウォータージオード,10,牡,3,菱田裕二,56,,4,1,6,42.1,2.04.3,6,8,6,6,差し,39.5,3,472,-4,岡田稲男,栗,ザファクター,ココモオレンジ,キングカメハメハ,鹿毛,20190311
22,1,23,1,中京,未勝利,ダ,1900,良,曇,11,ロストボール,11,セ,3,加藤祥太,56,,11,5.3,5,20.6,2.08.6,8,5,3,4,先行,44.1,11,408,8,小林真也,栗,フリオーソ,センスオブラヴ,ストリートセンス,栗毛,20190318
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,ポットマム,1,牝,3,坂井瑠星,54,,6,1.2,8,24.6,1.28.5,0,0,4,4,先行,40.3,8,466,-2,田中克典,栗,トーセンジョーダン,リープリング,サンデーサイレンス,鹿毛,20190504
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,キュールエフウジン,2,牡,3,和田竜二,56,,10,1.8,11,54.4,1.29.1,0,0,14,14,後方,38.4,2,482,-4,中尾秀正,栗,ホッコータルマエ,キュールエアリス,ウォーエンブレム,黒鹿,20190506
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,サウンドエトワール,3,牝,3,幸英明,54,,14,3.4,7,17.4,1.30.7,0,0,9,10,中団,41.9,13,448,6,渡辺薫彦,栗,Nathaniel,ホームタイム,Dubai Destination,栗毛,20190406
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,シゲルサカモリ,4,牡,3,高倉稜,56,,8,1.6,13,262.6,1.28.9,0,0,11,12,後方,39.7,7,450,-4,渡辺薫彦,栗,エピファネイア,アンジュデュバン,ハーツクライ,青鹿,20190513
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,ブランコイラピド,5,牡,3,川島信二,56,,5,0.2,9,33.3,1.27.5,0,0,11,10,中団,38.2,1,474,4,新谷功一,栗,アジアエクスプレス,セレッソブランコ,スウェプトオーヴァーボード,芦毛,20190304
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,バンドールロゼ,6,牡,3,池添謙一,56,,1,0,5,11.1,1.27.3,0,0,6,6,差し,39,5,474,-8,松永昌博,栗,ロージズインメイ,ヤマサラグランジュ,サクラバクシンオー,栗毛,20190328
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,カフジペンタゴン,7,牡,3,古川奈穂,52,,2,0,3,7.2,1.27.3,0,0,1,1,逃げ,39.4,6,464,-6,矢作芳人,栗,ミッキーアイル,マザーウェル,シンボリクリスエス,鹿毛,20190222
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,ゲイボルグ,8,牡,3,荻野琢真,56,,4,0.2,10,43.5,1.27.5,0,0,9,8,差し,38.7,3,496,-8,平田修,栗,ヘニーヒューズ,セイングレンド,バブルガムフェロー,鹿毛,20190128
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,マノンルージュ,9,牡,3,柴山雄一,56,,3,0.1,1,2,1.27.4,0,0,8,8,差し,38.7,3,460,2,野中賢二,栗,ディープブリランテ,タフネスデジタル,アグネスデジタル,鹿毛,20190303
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,トーアレインボー,10,牝,3,岩田望来,54,,12,2.8,2,5.5,1.30.1,0,0,2,2,先行,42.1,14,488,0,牧田和弥,栗,ビッグアーサー,トーアティアレ,ゴールドアリュール,鹿毛,20190330
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,サンナムジャ,11,牡,3,城戸義政,56,,13,3,14,589.1,1.30.3,0,0,13,13,後方,40.5,9,504,-10,南田美知,美,トゥザグローリー,ムサ,フレンチデピュティ,鹿毛,20190228
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,ラパンドネージュ,12,牡,3,太宰啓介,56,,9,1.7,6,13.7,1.29.0,0,0,6,6,中団,40.6,10,488,18,高橋亮,栗,ヘニーヒューズ,ポレモス,アグネスタキオン,鹿毛,20190323
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,シンギングロード,13,セ,3,酒井学,56,,7,1.6,4,9.4,1.28.9,0,0,2,2,先行,40.8,11,504,8,角田晃一,栗,アジアエクスプレス,アガペー,シンボリクリスエス,黒鹿,20190319
22,1,23,2,中京,未勝利,ダ,1400,良,曇,14,リヤンフォルス,14,牡,3,川須栄彦,56,,11,1.9,12,103.4,1.29.2,0,0,4,4,先行,41,12,490,-4,松下武士,栗,リオンディーズ,メイショウアンデス,ダンスインザダーク,黒鹿,20190405
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,ベルトゥジュール,1,牝,3,岩田望来,54,,8,2.9,6,14.4,1.16.8,0,0,8,7,中団,39.1,8,444,,蛯名利弘,美,アイルハヴアナザー,テーオーティアラ,スペシャルウィーク,鹿毛,20190418
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,サンサンタイヨウ,2,牝,3,菱田裕二,54,,4,1.5,4,8.9,1.15.4,0,0,5,4,先行,38.2,4,440,,渡辺薫彦,栗,メイショウボーラー,メイショウオヒサマ,マンハッタンカフェ,黒鹿,20190302
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,マテンロウハッピー,3,牝,3,太宰啓介,54,,12,3.7,10,50.8,1.17.6,0,0,12,12,後方,38.9,7,426,,坂口智康,栗,モーリス,プリモンディアル,ディープインパクト,鹿毛,20190407
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,メタルゴッド,4,牝,3,坂井瑠星,54,,6,1.7,5,9.3,1.15.6,0,0,11,11,後方,37.3,2,452,,矢作芳人,栗,キズナ,ミスハレクラニ,シンボリクリスエス,青毛,20190516
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,アクアヒナ,5,牝,3,和田竜二,54,,7,2.5,1,3.3,1.16.4,0,0,1,1,逃げ,40.1,11,498,,新谷功一,栗,ロードカナロア,フェアリーバニヤン,Honour and Glory,黒鹿,20190429
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,メイショウコドマリ,6,牝,3,酒井学,54,,2,1.1,7,23.6,1.15.0,0,0,2,2,先行,38.6,5,486,,松永昌博,栗,メイショウボーラー,ラブミーダン,マンハッタンカフェ,栗毛,20190321
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,デームフォーチュン,7,牝,3,丸山元気,54,,5,1.6,11,53.8,1.15.5,0,0,10,9,後方,37.6,3,470,,高野友和,栗,モーリス,ルミナスハッピー,アグネスタキオン,鹿毛,20190313
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,ハーランズセンス,8,牝,3,池添謙一,54,,11,3.3,3,4.4,1.17.2,0,0,7,7,中団,39.7,10,418,,橋口慎介,栗,キズナ,ハーランズロマン,Harlan's Holiday,鹿毛,20190327
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,ダノンパペット,9,牝,3,松山弘平,54,,9,3.1,9,35.4,1.17.0,0,0,8,10,後方,39.3,9,384,,村山明,栗,ダノンレジェンド,ダノンスウィート,ステイゴールド,黒鹿,20190213
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,ワイズダムアスク,10,牝,3,古川奈穂,50,,10,3.2,12,69,1.17.1,0,0,4,4,先行,40.3,13,374,,梅田智之,栗,オルフェーヴル,トレノトマト,デヒア,栗毛,20190415
22,1,23,3,中京,新馬・牝,ダ,1200,良,曇,13,テーオーアンジュ,11,牝,3,城戸義政,54,,13,6.6,13,127.5,1.20.5,0,0,13,13,後方,40.1,11,454,,奥村豊,栗,マクフィ,テーオーメーテル,ゴールドアリュール,鹿毛,20190222
