年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
22,10,8,6,東京,新馬・牝,芝,1600,良,曇,18,フライウィズミー,15,牝,2,三浦皇成,54,,5,1.2,10,77.8,1.35.3,0,0,14,16,後方,33.6,1,ヴィクトワールピサ,20200416
22,10,8,6,東京,新馬・牝,芝,1600,良,曇,18,トーセンジュノ,16,牝,2,杉原誠人,54,,12,2.4,17,297.3,1.36.5,0,0,13,14,後方,35,10,トーセンラー,20200321
22,10,8,6,東京,新馬・牝,芝,1600,良,曇,18,ニシノレールガン,17,牝,2,武藤雅,54,,15,3.5,8,27.6,1.37.6,0,0,1,1,逃げ,37.4,18,ドゥラメンテ,20200328
22,10,8,6,東京,新馬・牝,芝,1600,良,曇,18,ビヨンドザヴァレー,18,牝,2,横山武史,54,,1,-0.3,2,5.1,1.34.1,0,0,2,2,先行,33.7,2,イスラボニータ,20200427
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,アップストローク,1,セ,3,木幡巧也,55,,5,0.4,4,9.4,2.00.4,0,14,14,15,後方,33.4,2,ディーマジェスティ,20190215
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,エルバルーチェ,2,牝,5,内田博幸,55,,11,0.9,12,84.5,2.00.9,0,4,4,4,先行,34.6,12,オルフェーヴル,20170518
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,マイネルデステリョ,3,牡,5,柴田大知,57,,7,0.5,13,117.8,2.00.5,0,4,4,4,先行,34.1,7,エイシンフラッシュ,20170502
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,タカイチイチロウ,4,牡,4,佐々木大,54,,15,1.6,15,361.9,2.01.6,0,15,15,16,後方,34.5,11,ドゥラメンテ,20180327
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,ルージュカルミア,5,牝,3,北村宏司,53,,6,0.5,5,10.4,2.00.5,0,11,11,12,後方,33.6,4,ディープインパクト,20190207
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,ウインシュクラン,6,セ,4,三浦皇成,57,,3,0.3,10,25.8,2.00.3,0,1,1,1,逃げ,34.3,10,スクリーンヒーロー,20180511
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,クオンタム,7,牝,4,松岡正海,55,,14,1.5,14,217.6,2.01.5,0,7,6,7,中団,34.9,15,ジョーカプチーノ,20180620
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,マイネルクリソーラ,8,牡,3,Ｍ．デム,55,,1,-0.1,1,3.4,2.00.0,0,16,15,10,差し,33.3,1,スクリーンヒーロー,20190228
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,カヨウネンカ,9,牝,3,菅原明良,53,,2,0.1,3,4.9,2.00.1,0,7,6,7,差し,33.5,3,ゴールドシップ,20190418
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,マイネルヒッツェ,10,牡,4,丹内祐次,57,,9,0.7,8,24,2.00.7,0,2,2,2,先行,34.6,12,ゴールドシップ,20180419
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,マイネルニコラス,11,牡,3,津村明秀,55,,10,0.8,6,11.8,2.00.8,0,3,3,3,先行,34.6,12,キングカメハメハ,20190313
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,ナンヨーローズ,12,牡,4,斎藤新,57,,13,1.1,16,414.6,2.01.1,0,11,11,12,後方,34.2,9,エピファネイア,20180330
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,シャドウマッドネス,13,セ,3,ルメール,55,,12,1,9,24.1,2.01.0,0,11,13,12,後方,34.1,7,オルフェーヴル,20190214
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,ブルーゲート,14,牝,3,戸崎圭太,53,,8,0.6,7,15.7,2.00.6,0,10,9,10,中団,33.9,6,トーセンラー,20190323
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,モネータドーロ,15,牡,3,石川裕紀,55,,16,1.6,11,67.2,2.01.6,0,7,9,7,中団,35,16,ハーツクライ,20190219
22,10,8,7,東京,１勝ｸﾗｽ,芝,2000,良,曇,16,ホウオウプレミア,16,牡,3,岩田康誠,55,,4,0.3,2,4.1,2.00.3,0,6,6,6,差し,33.8,5,ロードカナロア,20190122
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,ユイノザッパー,1,牡,4,石川裕紀,57,,10,2.3,5,7.5,2.10.8,4,5,8,7,中団,38.6,8,Ghostzapper,20180408
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,エコロカナワン,2,牡,4,田辺裕信,57,B,5,1,9,55.8,2.09.5,12,12,11,9,後方,37,3,エイシンフラッシュ,20180412
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,テンナイトパール,3,牝,6,丸田恭介,55,,7,1.9,11,115.2,2.10.4,9,10,10,9,後方,38,7,ゴールドアリュール,20160425
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,ポンフー,4,牡,4,草野太郎,57,,12,5.4,13,366.3,2.13.9,11,11,12,13,後方,40.3,12,ルーラーシップ,20180226
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,コウユーパパニニテ,5,牡,3,吉田豊,55,,4,0.4,8,48.5,2.08.9,7,7,3,3,先行,37.4,6,トビーズコーナー,20190422
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,カッティングロック,6,牡,5,丹内祐次,57,B,9,2.2,10,88.4,2.10.7,9,7,3,6,中団,38.7,10,ベルシャザール,20170404
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,セイカヤマノ,7,牡,6,内田博幸,57,B,8,2,12,151.2,2.10.5,13,13,13,12,後方,37.1,4,ローズキングダム,20160524
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,トクシースタローン,8,牡,3,木幡巧也,55,,3,0.1,6,11.9,2.08.6,4,3,5,7,差し,36.5,1,ホッコータルマエ,20190425
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,ホウオウバリスタ,9,牡,3,戸崎圭太,55,B,1,-0.1,4,6.3,2.08.5,7,7,7,4,先行,36.7,2,ジョーカプチーノ,20190425
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,トップオブジェラス,10,牡,3,菅原明良,55,,6,1.5,2,4.8,2.10.0,1,1,2,2,逃げ,38.6,8,ドゥラメンテ,20190303
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,バックスクリーン,11,牡,3,斎藤新,55,,13,8.1,7,12.6,2.16.6,2,3,8,11,後方,43.7,13,スクリーンヒーロー,20190124
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,ピュアブラッド,12,セ,4,横山武史,57,,11,2.6,1,3,2.11.1,2,2,5,4,先行,39.3,11,オルフェーヴル,20180128
22,10,8,8,東京,１勝ｸﾗｽ,ダ,2100,重,曇,13,スリーエクスプレス,13,牡,3,永野猛蔵,53,B,2,0.1,3,4.9,2.08.6,6,5,1,1,先行,37.3,5,エピファネイア,20190425
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,ニシノオイカゼ,1,牡,4,大野拓弥,57,,6,0.1,12,131.6,2.00.8,0,2,3,4,先行,33.6,7,ヒルノダムール,20180309
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,バニシングポイント,2,牡,4,横山武史,57,,3,0,2,5.6,2.00.7,0,5,5,8,差し,33.3,3,Tapit,20180128
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,シーグラス,3,牝,3,Ｍ．デム,53,,4,0,5,8.5,2.00.7,0,13,9,4,ﾏｸﾘ,33.5,5,ゴールドシップ,20190426
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,マイネルステレール,4,牡,6,柴田大知,57,,12,0.5,13,209.9,2.01.2,0,7,7,10,後方,33.7,9,グラスワンダー,20160513
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,ハーランズハーツ,5,牡,5,津村明秀,57,,8,0.2,7,9.9,2.00.9,0,5,5,6,中団,33.6,7,ハーツクライ,20170323
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,プラチナトレジャー,6,牡,4,田辺裕信,57,,1,0,6,9,2.00.7,0,12,13,12,追込,32.9,1,キングカメハメハ,20180321
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,ヴェルザスカ,7,牝,5,菅原明良,55,,10,0.5,3,8,2.01.2,0,9,9,12,後方,33.5,5,キズナ,20170118
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,リリーブライト,8,牡,4,内田博幸,57,,11,0.5,9,23.2,2.01.2,0,7,7,6,中団,33.9,11,ハーツクライ,20180217
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,ミズリーナ,9,牝,5,的場勇人,55,,9,0.4,11,34.7,2.01.1,0,1,1,1,逃げ,34.2,12,グランプリボス,20170508
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,エクランドール,10,牝,4,ルメール,55,B,5,0.1,1,3.2,2.00.8,0,11,11,11,後方,33.2,2,ディープインパクト,20180415
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,バルバレスコ,11,牝,5,丸田恭介,55,,13,0.9,10,29,2.01.6,0,4,3,2,先行,34.5,13,ロードカナロア,20170412
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,スズカノロッソ,12,セ,7,丹内祐次,57,,7,0.1,4,8.3,2.00.8,0,9,11,8,中団,33.4,4,モンテロッソ,20150403
22,10,8,9,東京,ｔｖｋ賞･2勝,芝,2000,良,曇,13,サウンドウォリアー,13,牡,4,戸崎圭太,57,,2,0,8,13.4,2.00.7,0,2,2,2,先行,33.7,9,マジェスティックウォリアー,20180226
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ヨンク,1,牡,6,田辺裕信,57,,2,0.3,6,18.4,1.34.6,0,0,13,11,追込,35.1,1,カネヒキリ,20160227
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,タイセイエピソード,2,牡,3,Ｍ．デム,55,,6,1,8,21.6,1.35.3,0,0,5,5,中団,36.5,11,エピファネイア,20190525
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,クリーンドリーム,3,牡,4,松岡正海,57,,8,1.2,15,141.9,1.35.5,0,0,8,7,中団,36.4,9,ダンカーク,20180506
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ティートラップ,4,牡,5,永野猛蔵,57,,12,1.7,12,115.4,1.36.0,0,0,15,14,後方,36.1,6,シニスターミニスター,20170312
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,サンオブロジータ,5,セ,5,木幡巧也,57,,10,1.3,11,115.1,1.35.6,0,0,12,11,後方,36.1,6,スウェプトオーヴァーボード,20170507
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ロンゴノット,6,セ,5,石橋脩,57,B,11,1.3,9,45.1,1.35.6,0,0,2,2,先行,37.6,15,パイロ,20170411
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,エルパソ,7,牡,3,三浦皇成,55,,5,0.7,3,10.7,1.35.0,0,0,8,7,中団,35.9,4,マクフィ,20190409
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ゴーストレート,8,牡,4,菊沢一樹,57,,7,1.1,10,103.9,1.35.4,0,0,11,11,後方,36,5,エイシンフラッシュ,20180202
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ライラボンド,9,牡,3,北村宏司,55,,4,0.6,4,11,1.34.9,0,0,10,7,差し,35.8,3,キズナ,20190409
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,アルマドラード,10,牡,4,ルメール,57,,9,1.2,2,7.3,1.35.5,0,0,3,3,先行,37,12,キングカメハメハ,20180205
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,サトノアポロン,11,セ,4,斎藤新,57,,3,0.3,14,135.9,1.34.6,0,0,3,3,先行,36.1,6,Into Mischief,20180404
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,インウィクトス,12,牡,5,原田和真,57,,13,2,16,428.2,1.36.3,0,0,15,14,後方,36.4,9,ワールドエース,20170416
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ジャッジ,13,牡,5,菅原明良,57,,16,3.1,13,130.8,1.37.4,0,0,13,14,後方,37.5,14,シニスターミニスター,20170415
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,キングスバーンズ,14,牡,5,横山武史,57,,14,2,7,19.4,1.36.3,0,0,5,7,中団,37.2,13,ジャスタウェイ,20170221
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,ユイノチャッキー,15,牡,4,吉田豊,57,B,15,2.6,5,11.5,1.36.9,0,0,1,1,逃げ,39.2,16,ディープスカイ,20180331
22,10,8,10,東京,西湖特別･2勝,ダ,1600,重,曇,16,バトルクライ,16,牡,3,戸崎圭太,55,,1,-0.3,1,1.6,1.34.3,0,0,7,5,差し,35.5,2,イスラボニータ,20190516
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,グラニット,1,牡,2,嶋田純次,55,,2,0.2,7,40.4,1.33.6,0,0,1,1,逃げ,35.8,9,ダノンバラード,20200222
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,ブーケファロス,2,牡,2,菅原明良,55,,6,1,6,18.4,1.34.4,0,0,4,4,先行,34.1,6,ビッグアーサー,20200301
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,ミシェラドラータ,3,牡,2,大野拓弥,55,,7,1.1,9,116,1.34.5,0,0,7,8,後方,33.9,4,キンシャサノキセキ,20200315
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,マイネルケレリウス,4,牡,2,石川裕紀,55,,5,0.9,4,13.3,1.34.3,0,0,9,9,後方,33.6,2,ルーラーシップ,20200301
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,ノッキングポイント,5,牡,2,ルメール,55,,4,0.7,1,1.4,1.34.1,0,0,7,6,差し,33.6,2,モーリス,20200130
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,レッドソリッド,6,牡,2,三浦皇成,55,,9,1.6,8,63,1.35.0,0,0,4,4,先行,34.8,8,ドレフォン,20200325
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,ドルチェモア,7,牡,2,横山和生,55,,1,-0.2,2,6.8,1.33.4,0,0,2,2,先行,33.4,1,ルーラーシップ,20200221
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,シルヴァーデューク,8,牡,2,戸崎圭太,55,,3,0.6,3,8.8,1.34.0,0,0,3,3,先行,33.9,4,シルバーステート,20200331
22,10,8,11,東京,サウジアG3,芝,1600,良,曇,9,フロムナウオン,9,牡,2,津村明秀,55,,8,1.2,5,14.1,1.34.6,0,0,6,6,中団,34.2,7,モーリス,20200218
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,ゲンパチプライド,1,牡,3,水沼元輝,52,,3,0.7,5,7,1.23.1,0,0,5,3,先行,36.2,5,ミッキーアイル,20190227
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,テイエムアトム,2,牡,4,丸田恭介,57,B,1,-0.6,3,4.7,1.22.4,0,0,2,2,先行,35.7,3,ヘニーヒューズ,20180318
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,シーオブドリームス,3,牝,4,原優介,52,,4,1.2,8,20.3,1.23.6,0,0,5,5,差し,36.6,7,ホッコータルマエ,20180226
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,ケプチャン,4,牡,4,杉原誠人,57,,13,2.8,15,307.8,1.25.2,0,0,11,12,後方,37.3,13,フリオーソ,20180327
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,サーストンユタ,5,牡,3,的場勇人,55,,16,4.3,16,353.2,1.26.7,0,0,16,16,後方,36.9,11,ダンカーク,20190301
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,ロザシアニン,6,牝,3,佐々木大,50,,15,3.3,13,185.5,1.25.7,0,0,2,3,先行,38.8,16,グランプリボス,20190127
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,メテオフリューゲル,7,牡,3,横山武史,55,,2,0.6,2,4.6,1.23.0,0,0,7,7,差し,35.8,4,エスポワールシチー,20190331
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,モンサンラディウス,8,牡,4,木幡巧也,57,B,8,1.7,9,72.3,1.24.1,0,0,11,10,中団,36.5,6,ルーラーシップ,20180318
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,マイネルシトラス,9,牡,3,戸崎圭太,55,,12,2.5,1,3.8,1.24.9,0,0,11,12,後方,37,12,ジョーカプチーノ,20190506
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,チュイション,10,牡,4,三浦皇成,57,B,7,1.6,10,102.9,1.24.0,0,0,8,8,中団,36.6,7,ディスクリートキャット,20180220
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,チョコレートミルク,11,牡,3,柴田大知,55,,14,2.8,14,210.4,1.25.2,0,0,8,8,中団,37.8,14,マクフィ,20190222
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,グレンフィナン,12,セ,7,横山琉人,55,B,11,2.3,12,129.7,1.24.7,0,0,15,15,後方,35.6,2,ヴィクトワールピサ,20150216
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,サンマルクレイジー,13,牡,3,小林凌大,53,,9,1.9,11,124.7,1.24.3,0,0,10,10,中団,36.7,9,カレンブラックヒル,20190521
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,キュートハイカー,14,牝,3,津村明秀,53,,5,1.4,7,16.1,1.23.8,0,0,4,5,中団,36.7,9,ホッコータルマエ,20190328
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,セブンダートオー,15,牡,3,ルメール,55,,6,1.5,4,6.5,1.23.9,0,0,14,14,後方,35.1,1,ホッコータルマエ,20190320
22,10,8,12,東京,１勝ｸﾗｽ,ダ,1400,重,曇,16,ヒノデミッチー,16,牡,3,北村宏司,55,,10,2.1,6,9.7,1.24.5,0,0,1,1,逃げ,37.9,15,ジョーカプチーノ,20190227
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,アフロビート,1,牡,2,横山武史,55,,6,0.4,5,9.4,1.26.3,0,0,2,3,先行,38.3,8,ドレフォン,20200325
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,グランデスパーダ,2,牡,2,菅原明良,55,,14,2.8,13,118.7,1.28.7,0,0,11,12,後方,39.6,14,ダンスディレクター,20200406
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,ルーラーリッチ,3,牡,2,横山琉人,53,,13,2.2,11,110.5,1.28.1,0,0,16,16,後方,38,4,ルーラーシップ,20200501
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,ノーブルヴィクター,4,牡,2,武藤雅,55,,1,-0.1,4,8.2,1.25.9,0,0,4,5,差し,37.8,2,パイロ,20200518
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,カイザーブリッツ,5,牡,2,丹内祐次,55,,3,0.2,1,2.9,1.26.1,0,0,8,9,差し,37.5,1,ロードカナロア,20200215
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,インナーサンクタム,6,牡,2,大野拓弥,55,,11,1.7,14,131.1,1.27.6,0,0,14,15,後方,38.3,8,ジャスタウェイ,20200409
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,サウザンパンチ,7,牡,2,斎藤新,55,,10,1.3,10,70.1,1.27.2,0,0,6,8,中団,38.8,12,ダンカーク,20200422
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,マイショウチャン,8,牡,2,戸崎圭太,55,,4,0.2,2,3.6,1.26.1,0,0,6,6,差し,37.9,3,ディスクリートキャット,20200308
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,サノノウォーリア,9,牡,2,石川裕紀,55,,8,1.1,3,7.1,1.27.0,0,0,1,1,逃げ,39.3,13,ベストウォーリア,20200324
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,リッチハンター,10,牡,2,野中悠太,55,,7,0.6,7,25.1,1.26.5,0,0,8,6,中団,38.3,8,ホッコータルマエ,20200226
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,レーガンテソーロ,11,牡,2,木幡巧也,55,,16,3,9,40.9,1.28.9,0,0,10,10,中団,40.2,16,ファインニードル,20200211
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,サイタブラウン,12,牡,2,岩田康誠,55,B,2,0.1,6,16.7,1.26.0,0,0,2,2,先行,38.1,5,カレンブラックヒル,20200419
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,トレジャートレイル,13,牡,2,勝浦正樹,55,,9,1.2,15,140.1,1.27.1,0,0,11,11,後方,38.2,6,イスラボニータ,20200422
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,ジェイケイファイン,14,牡,2,内田博幸,55,,5,0.3,8,40.5,1.26.2,0,0,4,3,先行,38.2,6,ファインニードル,20200203
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,ミサイルビスケッツ,15,牝,2,伊藤工真,54,,15,2.9,16,221.1,1.28.8,0,0,13,13,後方,39.6,14,マインドユアビスケッツ,20200227
22,10,9,1,東京,未勝利*,ダ,1400,稍,曇,16,シゲルタイムフライ,16,牡,2,佐々木大,52,,12,1.8,12,117.8,1.27.7,0,0,14,13,後方,38.5,11,マインドユアビスケッツ,20200406
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,シルバースペード,1,牡,2,吉田豊,55,,1,0,4,11.2,1.34.6,0,0,3,3,先行,34.8,2,シルバーステート,20200405
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,マイド,2,牡,2,横山武史,55,,2,0,3,6.2,1.34.6,0,0,1,1,逃げ,35,4,ハービンジャー,20200509
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,オズモポリタン,3,牝,2,秋山稔樹,53,,8,0.7,11,350.9,1.35.3,0,0,2,2,先行,35.6,10,ビーチパトロール,20200403
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,バロックダンス,4,牝,2,川田将雅,54,,6,0.4,1,1.9,1.35.0,0,0,3,5,中団,35,4,モーリス,20200227
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,アルヴィエンヌ,5,牝,2,ルメール,54,,5,0.4,2,3.7,1.35.0,0,0,3,3,先行,35.1,7,ダイワメジャー,20200109
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,ロッカバラード,6,牡,2,木幡巧也,55,,9,1,9,239.4,1.35.6,0,0,7,8,中団,35.4,9,ダノンバラード,20200219
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,ウイントルヴェール,7,牡,2,丹内祐次,55,,11,1.2,8,128.3,1.35.8,0,0,7,5,中団,35.7,11,ダノンバラード,20200417
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,ハッピーパンニャ,8,牡,2,永野猛蔵,53,,4,0.3,6,19.3,1.34.9,0,0,11,11,追込,34.4,1,エピファネイア,20200328
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,オリエンタルデイ,9,牝,2,佐々木大,51,,12,1.5,12,367.4,1.36.1,0,0,10,8,中団,35.8,12,ヴァンセンヌ,20200507
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,キーコンパス,10,牝,2,原優介,51,,10,1.2,10,313.1,1.35.8,0,0,12,11,後方,35.3,8,トーセンラー,20200214
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,シャーンゴッセ,11,牡,2,吉田隼人,55,,7,0.6,7,67.7,1.35.2,0,0,7,8,中団,35,4,イスラボニータ,20200426
22,10,9,2,東京,未勝利*,芝,1600,良,曇,12,メタルスピード,12,牡,2,戸崎圭太,55,,3,0.3,5,15.7,1.34.9,0,0,6,5,差し,34.9,3,シルバーステート,20200328
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,ゴールドバランサー,1,牡,2,内田博幸,55,,3,0.4,3,4.8,2.01.0,0,6,5,4,先行,34.7,3,ゴールドアクター,20200422
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,ユイノオトコヤマ,2,牡,2,吉田豊,55,,4,0.4,4,9.1,2.01.0,0,4,4,4,先行,34.8,4,メイショウサムソン,20200423
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,グッドルックス,3,牡,2,丹内祐次,55,B,9,6.2,6,57.4,2.06.8,0,1,1,1,逃げ,43.7,9,タリスマニック,20200415
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,グランダルメ,4,牝,2,原優介,51,,8,4.1,9,255,2.04.7,0,8,9,9,後方,37.7,7,シビルウォー,20200509
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,オールデイズ,5,牝,2,石川裕紀,54,,5,0.8,5,19,2.01.4,0,3,3,3,先行,35.5,5,ディーマジェスティ,20200510
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,ヴァイルマティ,6,牝,2,Ｍ．デム,54,,2,0.3,1,2.2,2.00.9,0,7,8,6,差し,34.4,2,ゴールドシップ,20200125
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,アヴニールドブリエ,7,牡,2,ルメール,55,,1,-0.3,2,2.8,2.00.6,0,8,6,6,差し,34.1,1,エピファネイア,20200227
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,ウインペルセ,8,牡,2,原田和真,55,,6,1.3,8,129,2.01.9,0,5,6,6,中団,35.5,5,トゥザワールド,20200415
22,10,9,3,東京,未勝利*,芝,2000,良,曇,9,オールアルミュール,9,牡,2,勝浦正樹,55,,7,2.7,7,118.4,2.03.3,0,2,2,2,先行,38.4,8,ディスクリートキャット,20200218
22,10,9,4,東京,新馬,ダ,1600,稍,曇,16,ドライブアローカス,1,牡,2,横山武史,55,,2,0.5,9,41.5,1.37.4,0,0,2,3,先行,36.7,2,キンシャサノキセキ,20200405
22,10,9,4,東京,新馬,ダ,1600,稍,曇,16,ヤングワールド,2,牡,2,武藤雅,55,,7,2.5,5,8.2,1.39.4,0,0,8,6,中団,38.4,9,コパノリッキー,20200201
